dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,cluster,label,attack_cat
0.729637,tcp,-,FIN,10,6,2516,268,20.558167,254,252,24834.26563,2456.015625,2,1,78.179444,109.626398,4306.680194,177.678453,255,1111900299,1015630319,255,0.242754,0.181497,0.061257,252,45,0,0,6,1,4,3,3,6,0,0,0,3,7,0,1,0,Normal
1.141933,tcp,http,FIN,10,8,1166,354,14.887038,254,252,7355.948242,2171.756104,2,1,126.881444,151.395281,6820.575496,323.087969,255,1486243849,205729232,255,0.186616,0.081582,0.105034,117,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
0.124982,tcp,-,FIN,48,50,2958,32368,776.111764,31,29,185434.7031,2030436.375,7,18,2.651085,2.528388,145.725253,140.336582,255,3103753460,3099852013,255,0.00122,0.00108,0.00014,62,647,0,0,7,0,2,1,1,1,0,0,0,11,5,0,1,0,Normal
0.530027,tcp,http,FIN,10,8,834,1364,32.073839,62,252,11335.27246,18021.72461,2,2,58.891889,64.061145,3011.721097,82.141914,255,3642425150,1964782322,255,0.118422,0.080965,0.037457,83,171,1,260,4,1,2,3,1,3,0,0,1,3,3,0,3,0,Normal
0.017281,tcp,-,FIN,34,36,2230,13288,3992.824588,31,29,1002256.813,5980672.5,7,11,0.513182,0.478,33.869192,33.361115,255,4277316440,2128025119,255,0.000669,0.00054,0.000129,66,369,0,0,7,0,3,1,1,2,0,0,0,4,4,0,1,0,Normal
3.22923,tcp,smtp,FIN,90,30,97465,2320,36.850891,62,252,238776.4375,5556.742676,42,8,36.273584,106.895031,3561.474655,156.134547,255,2817196294,3241918269,255,0.195486,0.12927,0.066216,1083,77,0,0,1,1,1,1,1,1,0,0,0,4,1,0,1,1,Exploits
1.171935,tcp,http,FIN,12,18,1580,10168,24.7454,31,29,9891.333984,65559.95313,3,5,106.50718,68.905527,9879.027127,7955.202911,255,3066392579,922067835,255,0.000667,0.000536,0.000131,132,565,1,3924,4,0,2,1,1,1,0,0,1,7,2,0,3,0,Normal
0.555673,tcp,http,FIN,12,10,1324,4088,37.792011,62,252,17477.9043,52980.80078,3,3,50.515727,53.152445,2504.491564,68.843477,255,2237212204,2632033582,255,0.111885,0.07696,0.034925,110,409,1,303,2,1,1,1,1,1,0,0,1,1,1,0,3,1,DoS
0.495913,tcp,-,FIN,10,6,534,268,30.247241,254,252,7759.425781,3613.537109,2,1,49.865778,92.888797,2791.15483,147.80675,255,1617627393,1519852956,255,0.098579,0.031461,0.067118,53,45,0,0,2,1,2,1,1,2,0,0,0,1,5,0,1,0,Normal
3e-06,bbn-rcc,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,10,10,10,10,0,0,0,10,10,0,1,1,Exploits
1.1e-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,4,0,0,0,11,12,0,1,1,Fuzzers
0.518061,ospf,-,INT,20,0,1040,0,36.675219,254,0,15256.8916,0.0,0,0,27.266369,0.0,31.164342,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,2,2,2,0,0,0,2,2,0,1,1,Exploits
0.655304,tcp,-,FIN,10,8,564,354,25.942158,254,252,6201.70166,3784.50293,2,1,70.744667,91.774711,5532.839108,136.707453,255,293214426,1825435603,255,0.02884,0.012872,0.015968,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Reconnaissance
0.084971,tcp,-,FIN,74,74,4342,63878,1730.001935,31,29,403337.5938,5932847.5,7,30,1.159685,1.172569,79.599798,2.415759,255,2194002768,2194276141,255,0.000692,0.000535,0.000157,59,863,0,0,2,0,1,1,1,1,0,0,0,1,1,0,1,0,Normal
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,16,16,16,30,0,0,0,16,30,0,1,1,Generic
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,5,4,4,4,0,0,0,4,10,0,1,1,Generic
1.039476,tcp,http,FIN,10,8,836,354,16.354393,254,252,5795.227539,2385.817383,2,1,115.497333,138.101281,6535.246002,265.230406,255,1953392835,629016249,255,0.12128,0.072049,0.049231,84,44,1,0,1,1,2,1,1,1,0,0,1,1,2,0,3,1,Reconnaissance
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,2,2,2,2,0,0,0,2,18,0,1,1,Generic
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,7,7,3,7,0,0,0,7,16,0,1,1,Generic
1.008332,tcp,http,FIN,14,18,1684,10168,30.743842,31,29,12408.61133,76197.125,3,5,77.536618,59.281294,8765.931808,7675.363162,255,1871855968,4018291711,255,0.000681,0.000545,0.000136,120,565,1,3924,2,0,3,2,1,1,0,0,1,2,1,0,3,0,Normal
1.272635,tcp,http,FIN,12,12,1368,4552,18.072739,62,252,7882.857422,26232.1875,3,4,115.614912,111.084183,7103.347642,8999.694665,255,978977430,4100233552,255,0.13022,0.050702,0.079518,114,379,0,0,3,1,1,3,1,1,0,0,0,3,1,0,1,1,Exploits
0.200769,tcp,-,CON,6,2,998,86,34.865939,62,252,33152.52734,1713.411865,2,1,40.1538,0.003,2222.284458,0.0,255,1609919200,2670548324,255,0.148075,0.095631,0.052444,166,43,0,0,5,3,4,4,1,5,0,0,0,4,5,0,1,0,Normal
2.231722,tcp,-,CON,6,2,998,86,3.136591,62,252,2982.450195,154.141052,2,1,446.3444,0.005,26191.10313,0.0,255,993205885,3927512067,255,1.801637,0.805291,0.996346,166,43,0,0,2,3,3,1,1,4,0,0,0,3,2,0,-1,0,Normal
8e-06,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,1,1,Reconnaissance
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,16,16,16,34,0,0,0,19,34,0,1,1,Generic
6e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,7,9,0,1,1,Exploits
1.128573,tcp,-,FIN,28,30,4272,3080,50.506261,31,29,29205.02344,21109.8457,7,7,41.788073,38.896277,2457.325334,64.083453,255,2946227906,1247245294,255,0.000719,0.000577,0.000142,153,103,0,0,9,0,3,1,1,1,0,0,0,4,10,0,1,0,Normal
1e-06,tcp,-,REQ,2,0,90,0,1000000.003,254,0,360000000.0,0.0,1,0,0.001,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,10,6,4,1,1,9,0,0,0,6,9,0,1,0,Normal
0.95803,tcp,-,FIN,16,10,942,556,26.095217,254,252,7381.814941,4183.584961,5,3,63.864668,99.233664,3243.149237,130.776141,255,3798791813,2233809934,255,0.130332,0.064926,0.065406,59,56,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1,1,Fuzzers
1.749904,tcp,ftp,FIN,14,12,756,682,14.286498,254,252,3209.318848,2861.871338,4,4,129.120466,150.548453,7995.409025,216.181422,255,650173212,2658455176,255,0.176112,0.093861,0.082251,54,57,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1,1,Fuzzers
1.005934,tcp,http,FIN,12,18,1580,10168,28.828929,31,29,11523.61914,76378.76563,3,4,91.412088,59.138707,9528.741585,7675.324917,255,1161792411,1162858556,255,0.000725,0.000571,0.000154,132,565,1,0,2,0,1,2,1,1,0,0,1,11,2,0,3,0,Normal
1.404178,tcp,-,FIN,10,8,564,354,12.106727,254,252,2894.219971,1766.157837,2,1,153.890667,187.725578,9028.615327,280.740156,255,1242374006,1550142185,255,0.245328,0.090088,0.15524,56,44,0,0,4,1,3,1,1,1,0,0,0,7,6,0,1,1,Reconnaissance
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,12,12,12,20,0,0,0,12,20,0,1,1,Generic
1.2e-05,udp,-,INT,2,0,1438,0,83333.33039,254,0,479333312.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,719,0,0,0,34,2,16,15,1,16,0,0,0,16,34,0,1,1,Fuzzers
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,19,18,0,1,1,Generic
0.812253,tcp,smtp,FIN,36,22,28020,1904,70.17518,62,252,268310.5,17905.75195,15,8,23.207228,38.286809,1489.368079,46.208105,255,595636424,3210016872,255,0.052573,0.007527,0.045046,778,87,0,0,1,1,3,1,1,1,0,0,0,1,1,0,1,1,Exploits
1.14979,tcp,-,FIN,10,8,534,354,14.785308,254,252,3346.697998,2156.915527,2,1,127.754444,146.817422,8397.772561,215.793891,255,1953363271,1206437737,255,0.189421,0.103205,0.086216,53,44,0,0,2,1,1,1,1,1,0,0,0,2,2,0,1,0,Normal
0.786303,tcp,http,FIN,10,10,1232,1164,24.163713,254,252,11283.18262,10662.55664,2,2,87.367,82.653891,5215.804345,147.814297,255,214178299,1041937574,255,0.099832,0.042014,0.057818,123,116,0,0,1,1,2,1,1,1,0,0,0,5,1,0,1,1,Exploits
0.4726,tcp,-,FIN,10,6,540,268,31.739314,254,252,8226.830078,3791.790039,2,1,48.684556,76.176,2561.71936,115.700984,255,2587024975,3318859915,255,0.166805,0.091711,0.075094,54,45,0,0,4,1,2,1,1,1,0,0,0,2,1,0,1,1,Exploits
1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,2,2,2,2,0,0,0,8,12,0,1,1,Backdoor
0.381226,tcp,http,FIN,10,8,840,1266,44.592971,62,252,15864.60547,23251.29883,2,2,42.358444,44.838285,2068.748509,59.783281,255,761105047,2637131964,255,0.097444,0.066291,0.031153,84,158,1,211,3,1,2,2,1,3,0,0,1,3,3,0,3,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,17,16,16,28,0,0,0,16,28,0,1,1,Generic
0.256482,tcp,http,FIN,10,18,1530,16684,105.270543,62,252,42950.38281,491512.0625,2,7,28.498,14.707883,1377.694904,1409.54368,255,2856764589,3442932158,255,0.04987,0.005443,0.044427,153,927,1,7600,1,1,1,1,1,1,0,0,1,1,1,0,3,1,Generic
0.025221,tcp,ftp,FIN,52,54,2934,3740,4163.197419,31,29,912890.0625,1164426.5,11,15,0.488294,0.46566,36.793934,0.939611,255,197805248,200509299,255,0.000893,0.000532,0.000361,56,69,0,0,1,0,3,1,1,3,1,1,0,6,1,0,0,0,Normal
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,37,37,16,43,0,0,0,37,43,0,1,1,Generic
11.301563,tcp,-,REQ,4,0,180,0,0.26545,254,0,95.562004,0.0,3,0,3767.18775,0.0,5327.5995,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,36,6,18,2,2,32,0,0,0,22,32,0,1,0,Normal
1.2e-05,udp,-,INT,2,0,1064,0,83333.33039,254,0,354666656.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,30,2,10,10,1,10,0,0,0,10,30,0,1,1,Fuzzers
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,7,7,4,7,0,0,0,7,13,0,1,1,Generic
1e-05,sctp,-,INT,2,0,152,0,100000.0025,254,0,60800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,0,0,0,1,2,1,1,1,1,0,0,0,9,1,0,1,1,Exploits
0.852673,tcp,ftp,FIN,52,54,2934,3742,123.142167,31,29,27002.14453,34461.04297,11,15,16.712883,16.077396,1577.184808,52.661848,255,2643811276,2649614788,255,0.000723,0.000567,0.000156,56,69,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,Normal
18.44595,tcp,-,REQ,10,0,450,0,0.487912,254,0,175.648315,0.0,9,0,2049.54975,0.0,4402.1095,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,1,1,25,0,0,0,22,25,0,1,0,Normal
2.27238,tcp,-,FIN,12,10,694,646,9.241412,254,252,2242.58252,2048.952881,2,3,206.579994,244.492,14532.34767,449.847594,255,3001324239,3125997152,255,0.130351,0.071318,0.059033,58,65,0,0,1,1,2,1,1,1,0,0,0,1,4,0,1,0,Normal
7e-06,udp,-,INT,2,0,78,0,142857.1409,254,0,44571428.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,3,3,2,6,0,0,0,4,6,0,1,0,Normal
9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,16,6,2,1,1,9,0,0,0,7,9,0,1,0,Normal
0.276639,tcp,http,FIN,10,6,742,268,54.222287,254,252,19317.59375,6477.755859,2,1,30.644889,44.876602,1674.481197,66.153867,255,2923720598,3872168412,255,0.108013,0.052246,0.055767,74,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,3,1,Exploits
0.646127,tcp,-,FIN,10,6,576,268,23.215251,254,252,6425.981445,2773.44873,2,1,69.259444,107.572,3830.424058,181.31875,255,3336861409,1896752656,255,0.143613,0.108262,0.035351,58,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0,1,0,Normal
3e-06,udp,-,INT,2,0,244,0,333333.3215,254,0,325333312.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,122,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1,1,Shellcode
0.535582,tcp,ftp-data,FIN,8,12,424,8824,35.475426,31,29,5541.635254,120825.5703,1,4,76.460145,48.642817,4686.069646,3712.618854,255,914440514,3632797568,255,0.000689,0.000507,0.000182,53,735,0,0,2,0,5,1,1,2,0,0,0,2,2,0,1,0,Normal
0.621196,tcp,-,FIN,12,8,1058,766,30.586161,254,252,12492.03223,8641.395508,3,2,54.661546,81.459289,2816.51477,100.512336,255,2956734039,1142112217,255,0.112909,0.050977,0.061932,88,96,0,0,8,1,1,1,1,1,0,0,0,1,7,0,1,1,Fuzzers
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,1,1,Generic
0.963382,tcp,pop3,FIN,24,48,1126,41028,73.698699,62,252,8968.405273,333608.0625,7,22,41.886173,20.284468,2009.458056,1409.274638,255,2179479600,2326284780,255,0.054904,0.009268,0.045636,47,855,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
0.262167,tcp,ftp-data,FIN,8,12,424,8824,72.472888,31,29,11321.02832,246835.0313,1,4,37.40957,23.789181,2405.164321,1913.411279,255,1115941867,1345720463,255,0.000643,0.000479,0.000164,53,735,0,0,2,0,4,1,1,2,0,0,0,8,5,0,1,0,Normal
2.82694,tcp,ftp,FIN,24,22,1252,1658,15.918272,62,252,3395.897949,4479.755371,7,9,122.910431,130.415284,6666.43153,8094.791132,255,3978422584,1065024686,255,0.099654,0.074905,0.024749,52,75,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,Exploits
0.850746,tcp,-,FIN,10,8,564,354,19.982463,254,252,4776.983887,2915.088623,2,1,94.527333,116.965141,6715.165317,163.439812,255,3695320361,247150859,255,0.077538,0.0312,0.046338,56,44,0,0,2,1,1,1,1,1,0,0,0,1,5,0,1,1,Reconnaissance
0.397804,tcp,-,CON,6,2,998,86,17.596606,62,252,16731.85742,864.747498,2,1,79.5608,0.005,4604.319554,0.0,255,2365900927,92434634,255,0.31489,0.221111,0.093779,166,43,0,0,4,3,2,2,1,3,0,0,0,2,3,0,1,0,Normal
0.448422,tcp,-,FIN,12,8,1900,468,42.370801,254,252,31077.86719,7314.538086,3,2,39.492183,63.128,2537.401282,123.734484,255,426075296,850811168,255,0.076195,0.006515,0.06968,158,59,0,0,4,1,1,1,1,1,0,0,0,1,1,0,1,1,Generic
0.039001,tcp,-,FIN,54,56,3302,40550,2794.800192,31,29,664803.5,8169226.5,7,21,0.729302,0.699764,0.0,48.70198,255,3747500381,3768228671,255,0.000635,0.00051,0.000125,61,724,0,0,8,0,3,1,1,1,0,0,0,3,2,0,1,0,Normal
2.405838,tcp,-,FIN,14,6,1774,268,7.897456,254,252,5480.003418,744.854797,6,1,184.791308,479.170594,18808.16857,946.19975,255,2042600035,3689736652,255,0.061577,0.009975,0.051602,127,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1,1,Exploits
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,2,2,2,2,0,0,0,6,11,0,1,1,Backdoor
1.00657,tcp,http,FIN,12,18,1580,10168,28.810714,31,29,11516.33789,76330.50781,3,5,91.475089,59.168237,9529.859088,7674.600455,255,711201257,712290440,255,0.000884,0.000708,0.000176,132,565,1,3924,2,0,2,2,1,1,0,0,1,10,1,0,3,0,Normal
0.721184,tcp,-,FIN,16,10,904,556,34.665216,254,252,9406.75293,5557.527344,5,3,47.403865,72.517664,2333.696387,98.536992,255,4040346440,3942068975,255,0.14054,0.068523,0.072017,57,56,0,0,7,1,1,1,1,7,0,0,0,1,7,0,1,0,Normal
0.034999,tcp,-,FIN,48,50,2958,32368,2771.507617,31,29,662190.3125,7250721.0,7,18,0.737851,0.717479,50.326534,49.734598,255,3011551846,3011799639,255,0.000706,0.000553,0.000153,62,647,0,0,15,0,4,1,1,1,0,0,0,4,19,0,1,0,Normal
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,4,4,1,4,0,0,0,4,16,0,1,1,Generic
3.791329,tcp,ftp,FIN,24,24,1252,1730,12.396709,62,252,2532.09375,3498.509521,7,9,164.840389,160.185125,10394.58156,11514.08161,255,3954080081,575739077,255,0.157562,0.106441,0.051121,52,72,0,0,1,1,2,1,1,2,1,1,0,2,1,0,0,1,Exploits
4.474854,tcp,http,FIN,48,246,2454,332225,65.476997,254,252,4296.005859,591527.6875,2,121,95.209659,17.829273,4495.734008,2051.784508,255,3586712660,992314898,255,0.238602,0.105867,0.132735,51,1351,0,0,1,1,1,1,1,1,0,0,0,3,1,0,1,1,Generic
0.803772,tcp,-,FIN,10,8,850,354,21.150277,254,252,7614.099609,3085.452148,2,1,86.678444,104.852,5089.887138,169.631594,255,3165572945,158367699,255,0.150449,0.069804,0.080645,85,44,0,0,5,1,4,3,3,4,0,0,0,4,8,0,1,0,Normal
0.16506,tcp,http,FIN,10,6,1022,268,90.876046,254,252,44589.84766,10856.6582,2,1,16.649667,30.594801,967.147924,48.103437,255,2310572090,2492381500,255,0.040318,0.01207,0.028248,102,45,1,0,1,1,2,1,1,1,0,0,1,1,1,0,3,1,Exploits
1.036731,tcp,http,FIN,10,10,848,1268,18.326837,62,252,5895.454102,8812.314453,2,2,115.192333,101.759445,6357.083252,189.173203,255,3031024354,3562381604,255,0.232739,0.119859,0.11288,85,127,1,170,3,1,1,1,1,2,0,0,1,1,2,0,3,0,Normal
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,2,18,18,18,21,0,0,0,18,21,0,1,1,Generic
0.884438,tcp,-,FIN,10,8,534,354,19.221246,254,252,4350.785645,2804.040527,2,1,94.984333,113.49357,5785.188592,155.940859,255,2598390846,3757017962,255,0.174873,0.089975,0.084898,53,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,1,0,Normal
0.004525,tcp,-,FIN,22,14,1470,1728,7734.806238,31,29,2482209.75,2837569.0,5,4,0.215476,0.288769,13.131639,0.388679,255,2073126318,2073438029,255,0.000793,0.000634,0.000159,67,123,0,0,10,0,2,1,1,1,0,0,0,4,5,0,1,0,Normal
0.495093,tcp,http,FIN,10,8,850,1100,34.336984,62,252,12361.31445,15560.71289,2,2,54.903444,61.21657,2940.142205,96.915086,255,2604291376,1553655597,255,0.137462,0.066568,0.070894,85,138,1,128,5,1,1,1,1,4,0,0,1,1,4,0,3,0,Normal
5e-06,udp,-,INT,2,0,944,0,200000.0051,254,0,755200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,472,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,1,1,Shellcode
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,7,7,3,7,0,0,0,7,16,0,1,1,Generic
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,1,0,Normal
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,50,2,34,34,23,50,0,0,0,34,50,0,1,1,Generic
0.651448,tcp,http,FIN,10,8,830,1130,26.095712,62,252,9173.410156,12145.25195,2,2,72.383111,80.68757,4535.952005,118.316117,255,3077085496,900546566,255,0.100004,0.060731,0.039273,83,141,1,158,3,1,2,2,1,3,0,0,1,2,3,0,3,0,Normal
0.159255,udp,-,CON,4,4,568,312,43.954664,31,29,21399.64258,11754.7334,0,0,42.371,47.944332,59.909621,67.786555,0,0,0,0,0.0,0.0,0.0,142,78,0,0,5,0,2,1,1,1,0,0,0,3,11,0,1,0,Normal
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,37,2,25,25,25,37,0,0,0,27,37,0,1,1,Generic
1.291302,tcp,http,CON,34,170,2580,218718,157.205677,62,252,15519.2207,1347056.0,2,79,37.574909,7.602586,1988.81885,916.651344,255,3565459043,1729749572,255,0.051,0.006459,0.044541,76,1287,1,131015,1,3,1,1,1,1,0,0,1,1,1,0,3,1,Generic
4e-06,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,6,6,6,6,0,0,0,11,15,0,1,1,Fuzzers
20.535067,tcp,-,REQ,10,0,450,0,0.438275,254,0,157.778885,0.0,9,0,2281.67375,0.0,5055.469,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,1,0,Normal
0.001082,udp,dns,CON,2,2,146,178,2772.643321,31,29,539741.25,658040.6875,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,1,1,2,0,0,0,5,1,0,1,0,Normal
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,5,5,5,9,0,0,0,15,9,0,1,1,Reconnaissance
0.032264,tcp,-,FIN,48,48,2958,30622,2944.458068,31,29,718323.8125,7434911.5,7,17,0.678362,0.674787,0.0,1.228137,255,1241659955,3402353818,255,0.000696,0.000545,0.000151,62,638,0,0,3,0,6,1,1,1,0,0,0,2,4,0,1,0,Normal
0.002552,tcp,ftp-data,FIN,6,8,320,1828,5094.043673,31,29,836990.5625,5015674.0,1,2,0.4524,0.300571,25.138503,0.491065,255,615617792,2764739486,255,0.000564,0.000445,0.000119,53,229,0,0,1,0,1,1,1,1,0,0,0,2,4,0,1,0,Normal
0.234256,tcp,http,FIN,10,10,808,4516,81.107848,62,252,24861.68945,138822.4844,2,3,26.028444,23.568222,1323.76609,1941.432994,255,4099831418,2236946189,255,0.060806,0.010272,0.050534,81,452,1,1814,1,1,1,1,1,1,0,0,1,1,2,0,3,1,Exploits
0.440121,tcp,http,FIN,10,8,812,1078,38.625742,62,252,13287.25488,17158.91797,2,2,48.902333,61.343855,2923.699937,124.350289,255,930912592,2843474425,255,0.060442,0.010125,0.050317,81,135,1,115,1,1,1,1,1,2,0,0,1,1,1,0,3,1,Exploits
0.001095,udp,dns,CON,2,2,146,178,2739.726138,31,29,533333.375,650228.3125,0,0,0.012,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,9,0,5,5,4,4,0,0,0,6,8,0,1,0,Normal
1.1e-05,udp,-,INT,2,0,1066,0,90909.0902,254,0,387636352.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,39,2,14,14,1,37,0,0,0,15,37,0,1,0,Normal
6e-06,smp,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,8,14,0,1,1,Backdoor
16.863312,udp,-,INT,4,0,2130,0,0.177901,254,0,758.095459,0.0,0,0,5621.104,0.0,7949.4295,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,39,2,12,12,1,12,0,0,0,12,39,0,1,1,Fuzzers
0.597901,tcp,-,FIN,12,8,1062,742,31.777837,254,252,13032.25781,8697.091797,3,2,51.100455,76.110859,2499.895128,88.695484,255,21217641,2214099582,255,0.105908,0.065118,0.04079,89,93,0,0,4,1,2,1,1,1,0,0,0,1,5,0,1,1,Fuzzers
